School,Gender,Age,Housing_Type,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Work,Father_Work,Reason_School_Choice,Legal_Responsibility,Commute_Time,Weekly_Study_Time,Extra_Educational_Support,Parental_Educational_Support,Private_Tutoring,Extracurricular_Activities,Attended_Daycare,Desire_Graduate_Education,Has_Internet,Is_Dating,Good_Family_Relationship,Free_Time_After_School,Time_with_Friends,Alcohol_Weekdays,Alcohol_Weekends,Health_Status,School_Absence,Grade_1st_Semester,Grade_2nd_Semester
Gabriel Pereira,Female,16,Urban,Above 3,Living Together,Lower Secondary School,High School,other,other,Reputation,Mother,Up to 15 min,2 to 5h,Yes,Yes,No,Yes,Yes,Yes,No,No,Good,High,Moderate,Very Low,Moderate,Good,4,11,12
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Primary School,Primary School,other,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,No,Yes,No,No,Good,High,High,Very Low,Moderate,Very Poor,0,14,15
Gabriel Pereira,Female,17,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Reputation,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Excellent,Moderate,Low,Very Low,Low,Fair,21,13,13
Gabriel Pereira,Female,16,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Services,Reputation,Mother,15 to 30 min,More than 10h,No,Yes,No,Yes,No,Yes,Yes,No,Excellent,Moderate,Very High,Very Low,Very Low,Very Good,6,13,13
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,High School,Higher Education,Homemaker,Services,Near Home,Mother,Up to 15 min,5 to 10h,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Good,High,Moderate,Moderate,High,Very Good,14,8,9
Gabriel Pereira,Female,16,Urban,Above 3,Separated,High School,Primary School,Services,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Poor,Moderate,Moderate,Low,Low,Good,2,11,11
Gabriel Pereira,Female,16,Urban,Above 3,Living Together,Higher Education,High School,Teacher,other,Other,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Very Poor,Moderate,Low,Very Low,Very Low,Very Poor,4,14,15
Gabriel Pereira,Female,16,Urban,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Near Home,Mother,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,Yes,No,No,Good,Moderate,Low,Very Low,High,Very Good,2,12,13
Gabriel Pereira,Female,17,Rural,Above 3,Living Together,Higher Education,High School,Teacher,other,Reputation,Mother,15 to 30 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,High,Low,Very Low,Very Low,Good,0,11,12
Gabriel Pereira,Female,19,Urban,Above 3,Living Together,High School,High School,other,other,Reputation,Other,Up to 15 min,More than 10h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Low,Fair,4,12,12
Gabriel Pereira,Male,17,Urban,Up to 3,Living Together,Higher Education,Higher Education,Services,other,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Excellent,Moderate,Very High,High,Very High,Fair,15,13,12
Gabriel Pereira,Female,16,Urban,Above 3,Separated,Lower Secondary School,Lower Secondary School,other,other,Reputation,Mother,Up to 15 min,2 to 5h,Yes,Yes,No,No,Yes,Yes,Yes,No,Fair,Moderate,High,Very Low,Very Low,Good,0,13,13
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Services,other,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,High,High,Low,High,Very Good,10,12,11
Gabriel Pereira,Female,17,Rural,Up to 3,Living Together,Higher Education,Higher Education,Services,other,Other,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,Yes,Yes,No,No,Excellent,Low,Very Low,Very Low,Low,Fair,6,12,11
Gabriel Pereira,Female,17,Urban,Up to 3,Living Together,High School,Lower Secondary School,other,other,Reputation,Mother,15 to 30 min,2 to 5h,No,No,No,No,Yes,Yes,Yes,No,Good,High,High,Very Low,Moderate,Very Poor,2,14,16
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Higher Education,High School,other,other,Reputation,Mother,Up to 15 min,2 to 5h,No,No,No,No,Yes,Yes,Yes,Yes,Fair,High,Very High,Low,High,Very Poor,16,11,9
Gabriel Pereira,Male,18,Urban,Up to 3,Living Together,High School,High School,Services,Health,Near Home,Father,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Fair,Low,High,Low,High,Good,10,10,10
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,High School,Homemaker,other,Near Home,Father,15 to 30 min,Up to 2h,No,Yes,No,No,Yes,Yes,No,No,Fair,Moderate,Moderate,Very Low,High,Fair,4,12,13
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Homemaker,Homemaker,Course Preference,Mother,Up to 15 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Very Low,Good,0,12,12
Gabriel Pereira,Female,17,Rural,Above 3,Living Together,Lower Secondary School,Primary School,Homemaker,Services,Reputation,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Low,Very High,Very Low,Low,Very Good,0,11,10
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Reputation,Mother,Up to 15 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,No,Yes,Good,Moderate,High,Very Low,Very Low,Very Good,12,12,12
Gabriel Pereira,Female,16,Urban,Above 3,Living Together,Lower Secondary School,High School,Services,Teacher,Other,Mother,Up to 15 min,2 to 5h,Yes,No,No,No,Yes,Yes,Yes,No,Poor,Moderate,Very Low,Very Low,Very Low,Fair,0,13,13
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Near Home,Mother,15 to 30 min,2 to 5h,No,Yes,Yes,No,Yes,Yes,Yes,No,Fair,Moderate,Moderate,Very High,Very High,Good,9,10,9
Gabriel Pereira,Female,16,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,Services,Near Home,Mother,Up to 15 min,5 to 10h,No,Yes,No,Yes,No,Yes,Yes,No,Excellent,Moderate,Low,Very Low,Very Low,Very Good,4,15,16
Gabriel Pereira,Female,18,Rural,Above 3,Living Together,High School,Primary School,other,other,Reputation,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Excellent,Moderate,Moderate,Very Low,Very Low,Good,4,8,8
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,High School,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,No,Yes,Yes,No,Excellent,Moderate,High,Very Low,Moderate,Fair,2,17,18
Gabriel Pereira,Male,17,Urban,Up to 3,Living Together,Lower Secondary School,High School,Services,Services,Reputation,Father,Up to 15 min,2 to 5h,No,Yes,No,No,No,Yes,Yes,No,Excellent,Moderate,Moderate,Very Low,Moderate,Fair,0,10,11
Gabriel Pereira,Male,18,Urban,Up to 3,Living Together,Lower Secondary School,Primary School,Homemaker,other,Course Preference,Mother,More than 1h,2 to 5h,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,Moderate,Low,High,Very High,Fair,2,9,10
Gabriel Pereira,Female,17,Urban,Above 3,Separated,Lower Secondary School,Primary School,other,other,Course Preference,Mother,15 to 30 min,5 to 10h,No,No,No,Yes,Yes,Yes,Yes,Yes,Fair,Low,Moderate,Very Low,Low,Fair,0,15,15
Gabriel Pereira,Female,17,Urban,Up to 3,Living Together,Higher Education,High School,Health,other,Reputation,Father,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Fair,Low,Moderate,Very Low,Low,Fair,0,14,12
Gabriel Pereira,Male,17,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Course Preference,Father,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Very High,Low,Very Low,Very Low,Very Poor,0,12,13
Gabriel Pereira,Male,17,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Reputation,Mother,Up to 15 min,2 to 5h,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,Very High,Very High,Very Low,Moderate,Poor,0,13,13
Gabriel Pereira,Male,16,Urban,Above 3,Living Together,Higher Education,Higher Education,Health,other,Reputation,Father,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Low,High,Low,High,Very Poor,0,13,13
Gabriel Pereira,Male,16,Urban,Up to 3,Living Together,Primary School,Primary School,other,other,Near Home,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Fair,High,Low,Very Low,Very Low,Very Good,2,9,9
Gabriel Pereira,Male,16,Urban,Above 3,Living Together,High School,Lower Secondary School,Homemaker,other,Reputation,Mother,15 to 30 min,5 to 10h,No,No,No,Yes,Yes,Yes,Yes,Yes,Excellent,Moderate,Moderate,Very Low,Moderate,Poor,0,12,12
Gabriel Pereira,Male,17,Urban,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Near Home,Father,Up to 15 min,2 to 5h,No,No,No,Yes,No,Yes,Yes,Yes,Good,High,Low,Very High,Very High,Good,0,16,16
Gabriel Pereira,Female,16,Urban,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Near Home,Mother,Up to 15 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,Yes,Good,Very High,Low,Very Low,Very Low,Very Good,4,9,10
Gabriel Pereira,Female,16,Urban,Above 3,Separated,Higher Education,Primary School,other,other,Near Home,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Excellent,Moderate,Moderate,Very Low,Low,Very Good,0,14,13
Gabriel Pereira,Female,18,Urban,Up to 3,Separated,Lower Secondary School,Higher Education,Services,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Very Low,Fair,18,10,10
Gabriel Pereira,Female,18,Urban,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,Homemaker,Services,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,No,Yes,Yes,Yes,Excellent,Moderate,Very Low,Very Low,Very Low,Very Good,16,9,8
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,High School,High School,other,other,Course Preference,Mother,15 to 30 min,Up to 2h,No,No,No,No,Yes,No,Yes,No,Good,Very Low,Very Low,Very Low,Very Low,Fair,14,8,7
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,Homemaker,Course Preference,Other,Up to 15 min,Up to 2h,No,Yes,No,Yes,No,No,Yes,Yes,Good,High,Moderate,Low,Low,Very Poor,26,7,8
Gabriel Pereira,Male,17,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,Teacher,Course Preference,Mother,Up to 15 min,Up to 2h,No,Yes,No,Yes,No,Yes,Yes,No,Good,Low,Very Low,Very Low,Low,Very Good,6,10,8
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,High School,Lower Secondary School,other,other,Course Preference,Father,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,No,No,Excellent,High,Low,Very Low,Very Low,Fair,4,14,14
Gabriel Pereira,Female,17,Urban,Up to 3,Living Together,Primary School,Primary School,Homemaker,Homemaker,Course Preference,Mother,Up to 15 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,Moderate,Low,Very Low,Low,Good,10,11,10
Gabriel Pereira,Female,16,Urban,Above 3,Living Together,Primary School,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,No,Yes,No,Yes,No,Excellent,Moderate,Very High,Very Low,Low,Very Good,4,12,11
Gabriel Pereira,Female,17,Rural,Above 3,Living Together,Lower Secondary School,Primary School,Homemaker,Services,Course Preference,Mother,30 min to 1h,2 to 5h,No,No,No,Yes,Yes,Yes,No,No,Poor,Very Low,Very Low,Very Low,Very Low,Fair,2,13,13
Gabriel Pereira,Female,17,Rural,Up to 3,Separated,Primary School,Higher Education,other,other,Course Preference,Other,More than 1h,Up to 2h,No,Yes,No,No,Yes,Yes,Yes,No,Excellent,Very High,High,Very Low,Very Low,Very Good,14,9,9
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,Services,Reputation,Father,Up to 15 min,2 to 5h,No,No,No,No,Yes,No,Yes,No,Excellent,Very High,High,Moderate,Very High,Poor,16,8,7
Gabriel Pereira,Female,17,Urban,Up to 3,Separated,Lower Secondary School,Lower Secondary School,other,other,Near Home,Mother,Up to 15 min,Up to 2h,No,Yes,No,No,No,No,Yes,No,Fair,Very Low,Low,Very Low,Very Low,Very Poor,8,11,9
Gabriel Pereira,Female,17,Rural,Up to 3,Living Together,Primary School,Primary School,Homemaker,other,Course Preference,Mother,15 to 30 min,5 to 10h,No,No,No,Yes,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Moderate,Very Good,4,15,14
Gabriel Pereira,Female,17,Urban,Up to 3,Separated,Higher Education,Lower Secondary School,Teacher,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,No,No,Good,Moderate,Low,Very Low,Very Low,Good,4,15,14
Gabriel Pereira,Male,17,Urban,Up to 3,Living Together,Higher Education,High School,Health,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Poor,Very High,Very High,Very Low,High,Very Good,8,15,15
Gabriel Pereira,Male,17,Rural,Up to 3,Separated,Higher Education,Higher Education,Teacher,other,Course Preference,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Fair,Moderate,Moderate,Low,Moderate,Good,0,12,12
Gabriel Pereira,Male,16,Urban,Up to 3,Living Together,Higher Education,High School,Teacher,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,Yes,No,Yes,Yes,No,Excellent,High,Very High,Very Low,Very Low,Fair,7,14,14
Gabriel Pereira,Male,16,Urban,Above 3,Living Together,Higher Education,Higher Education,Services,Services,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,Yes,Yes,Yes,Yes,Yes,No,Excellent,Moderate,Low,Very Low,Low,Very Good,4,14,15
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,Services,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Excellent,Moderate,Very Low,Very Low,High,Very Good,2,11,11
Gabriel Pereira,Male,17,Rural,Above 3,Living Together,Primary School,Primary School,other,other,Near Home,Father,15 to 30 min,5 to 10h,No,No,No,No,No,Yes,Yes,Yes,Good,Moderate,Moderate,Very Low,Very Low,Very Poor,2,13,14
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,High School,High School,Services,other,Near Home,Mother,15 to 30 min,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Low,Low,Low,Moderate,Very Good,10,11,11
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Primary School,Primary School,Homemaker,other,Course Preference,Mother,Up to 15 min,2 to 5h,Yes,No,No,No,No,Yes,No,Yes,Good,Moderate,Low,Very Low,Very Low,Good,10,10,9
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Course Preference,Other,15 to 30 min,5 to 10h,No,Yes,No,No,No,Yes,Yes,Yes,Good,High,High,Very Low,Very Low,Fair,10,12,10
Gabriel Pereira,Male,16,Urban,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Course Preference,Mother,30 min to 1h,Up to 2h,No,No,No,No,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Very Low,Good,7,15,16
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Primary School,Primary School,other,Services,Course Preference,Father,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,No,No,Good,Moderate,High,Very Low,Low,Very Good,4,11,10
Gabriel Pereira,Male,17,Urban,Above 3,Living Together,Lower Secondary School,High School,other,other,Course Preference,Father,15 to 30 min,Up to 2h,No,No,No,No,Yes,Yes,Yes,No,Excellent,Low,Low,Very Low,Very Low,Poor,2,9,12
Gabriel Pereira,Male,22,Urban,Above 3,Living Together,High School,Primary School,Services,Services,Other,Mother,Up to 15 min,Up to 2h,No,No,No,No,No,No,Yes,Yes,Excellent,High,Very High,Very High,Very High,Very Poor,12,7,8
Gabriel Pereira,Male,18,Rural,Up to 3,Living Together,High School,High School,other,Services,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Moderate,Moderate,Very Low,Moderate,Very Good,8,10,9
Gabriel Pereira,Male,16,Urban,Above 3,Living Together,None,Lower Secondary School,other,other,Other,Mother,Up to 15 min,Up to 2h,No,No,No,No,No,Yes,Yes,No,Good,Moderate,Low,Low,High,Very Good,0,11,12
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,High School,Lower Secondary School,Services,other,Course Preference,Mother,15 to 30 min,Up to 2h,No,No,No,No,Yes,No,Yes,No,Good,High,Very High,Low,High,Very Good,8,7,8
Gabriel Pereira,Male,16,Urban,Above 3,Living Together,High School,High School,Homemaker,other,Reputation,Other,30 min to 1h,2 to 5h,Yes,Yes,No,No,No,Yes,Yes,No,Excellent,Moderate,Moderate,Very Low,Moderate,Poor,4,9,11
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Lower Secondary School,Primary School,Services,Services,Other,Mother,Up to 15 min,Up to 2h,No,No,No,No,No,No,Yes,No,Fair,Low,Very High,Low,Very High,Very Good,4,7,8
Gabriel Pereira,Male,16,Rural,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Course Preference,Mother,15 to 30 min,Up to 2h,No,No,No,Yes,No,Yes,No,No,Fair,Moderate,Low,Very Low,Moderate,Fair,2,14,13
Gabriel Pereira,Male,17,Rural,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Course Preference,Mother,Up to 15 min,Up to 2h,No,No,No,No,No,Yes,Yes,No,Good,High,Low,Low,High,Very Good,0,12,12
Gabriel Pereira,Male,17,Urban,Up to 3,Living Together,Primary School,Primary School,Health,other,Course Preference,Mother,15 to 30 min,Up to 2h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,High,High,Very Low,Low,Very Good,0,9,10
Gabriel Pereira,Female,18,Urban,Up to 3,Separated,Lower Secondary School,Primary School,other,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,No,Yes,Yes,Yes,Good,Moderate,High,Very Low,Moderate,Very Good,2,12,12
Gabriel Pereira,Female,17,Urban,Up to 3,Living Together,Higher Education,Lower Secondary School,Teacher,Services,Reputation,Mother,Up to 15 min,More than 10h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Low,Moderate,Very Low,Very Low,Good,2,14,15
Gabriel Pereira,Female,19,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Services,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Moderate,Very Low,Very Low,Very Good,0,10,10
Gabriel Pereira,Male,18,Urban,Up to 3,Living Together,Lower Secondary School,Primary School,Services,other,Course Preference,Mother,30 min to 1h,2 to 5h,No,No,No,Yes,No,No,Yes,No,Good,High,Very High,High,High,Very Good,4,11,10
Gabriel Pereira,Female,17,Rural,Above 3,Living Together,Higher Education,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Moderate,High,Very Low,Moderate,Very Good,2,11,12
Gabriel Pereira,Female,18,Urban,Up to 3,Living Together,Primary School,Primary School,other,Homemaker,Near Home,Mother,Up to 15 min,5 to 10h,No,Yes,No,No,No,Yes,No,No,Good,High,Moderate,Low,Moderate,Fair,4,11,12
Gabriel Pereira,Female,18,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Near Home,Mother,Up to 15 min,2 to 5h,Yes,No,No,No,Yes,Yes,No,No,Fair,Low,Moderate,Very Low,Very Low,Very Good,4,11,11
Gabriel Pereira,Male,19,Urban,Up to 3,Separated,Higher Education,High School,Services,Homemaker,Reputation,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,No,Good,Moderate,Very Low,Very Low,Very Low,Very Poor,4,11,13
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Near Home,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,No,Excellent,Low,High,Very Low,Low,Good,2,16,16
Gabriel Pereira,Male,17,Rural,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,Services,Other,Mother,15 to 30 min,Up to 2h,No,No,No,No,No,No,No,No,Excellent,Low,Low,Very Low,Very Low,Good,0,9,10
Gabriel Pereira,Female,17,Urban,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,Services,Services,Course Preference,Father,Up to 15 min,More than 10h,No,No,No,Yes,Yes,Yes,Yes,Yes,Fair,High,Very Low,Very Low,Very Low,Poor,2,10,11
Gabriel Pereira,Female,20,Rural,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Course Preference,Other,15 to 30 min,2 to 5h,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Very Poor,Low,Moderate,Very Low,Low,Poor,8,10,12
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Higher Education,High School,Services,other,Near Home,Father,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Fair,Very Low,Low,Very Low,Moderate,Poor,2,15,15
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Higher Education,High School,Teacher,other,Course Preference,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,No,Yes,Yes,No,Good,Moderate,Low,Very Low,Very Low,Fair,2,10,10
Gabriel Pereira,Male,18,Rural,Above 3,Living Together,High School,Lower Secondary School,other,other,Course Preference,Mother,Up to 15 min,5 to 10h,No,No,No,Yes,No,Yes,No,No,Excellent,Moderate,Low,Very Low,Very Low,Fair,2,10,11
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,High School,High School,other,other,Near Home,Mother,Up to 15 min,5 to 10h,No,No,No,Yes,No,Yes,No,No,Fair,Low,Moderate,Very Low,Very Low,Good,2,15,12
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,Homemaker,Services,Near Home,Mother,Up to 15 min,5 to 10h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,Moderate,Moderate,Very Low,Very Low,Fair,0,11,12
Gabriel Pereira,Male,17,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,other,Near Home,Father,15 to 30 min,Up to 2h,No,No,No,No,Yes,No,Yes,No,Good,High,High,Low,Moderate,Good,8,8,8
Gabriel Pereira,Male,18,Rural,Up to 3,Separated,High School,Higher Education,other,other,Reputation,Mother,15 to 30 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Low,Very High,Moderate,High,Very Poor,6,15,16
Gabriel Pereira,Male,17,Urban,Above 3,Living Together,High School,Primary School,Services,other,Other,Mother,Up to 15 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,Yes,Excellent,High,High,Moderate,High,Very Good,0,11,11
Gabriel Pereira,Female,18,Rural,Above 3,Living Together,Higher Education,Higher Education,Teacher,other,Reputation,Mother,15 to 30 min,2 to 5h,No,No,No,Yes,Yes,Yes,Yes,No,Good,Moderate,High,Low,Low,Good,8,10,11
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Higher Education,Lower Secondary School,Health,other,Reputation,Father,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Excellent,High,Very High,Very Low,Moderate,Very Good,4,10,12
Gabriel Pereira,Female,18,Rural,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Reputation,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,No,Yes,Yes,Good,Moderate,Very High,Very Low,Low,Fair,12,8,9
Gabriel Pereira,Female,19,Urban,Above 3,Living Together,High School,High School,other,Services,Near Home,Other,Up to 15 min,2 to 5h,No,Yes,No,Yes,Yes,Yes,Yes,No,Good,Moderate,Very High,Moderate,Moderate,Very Good,16,11,12
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,High School,other,Services,Reputation,Father,Up to 15 min,More than 10h,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Good,Very High,Very High,Very Low,Moderate,Poor,10,16,16
Gabriel Pereira,Female,18,Urban,Up to 3,Living Together,Primary School,Primary School,other,other,Near Home,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,No,Yes,No,No,Good,High,Moderate,Very Low,Very Low,Fair,2,13,13
Gabriel Pereira,Male,17,Rural,Above 3,Living Together,Primary School,Lower Secondary School,Homemaker,Homemaker,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,No,Yes,No,Yes,No,Yes,Fair,Very High,Low,Low,Low,Very Poor,2,16,17
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Lower Secondary School,Primary School,other,other,Near Home,Mother,Up to 15 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Low,Very High,Very Low,Low,Very Poor,8,14,14
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,Higher Education,Homemaker,Health,Reputation,Mother,15 to 30 min,2 to 5h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Moderate,Moderate,Very Low,Very Low,Very Poor,6,15,16
Gabriel Pereira,Female,17,Urban,Up to 3,Living Together,Lower Secondary School,Lower Secondary School,Services,other,Course Preference,Mother,15 to 30 min,2 to 5h,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Good,High,High,Low,Moderate,Very Good,6,12,12
Gabriel Pereira,Female,18,Rural,Above 3,Separated,High School,Lower Secondary School,other,Services,Near Home,Mother,15 to 30 min,2 to 5h,No,No,No,No,No,No,Yes,Yes,Good,Very Low,Very Low,Very Low,Very Low,Very Good,15,12,9
Gabriel Pereira,Male,18,Urban,Above 3,Living Together,Higher Education,Higher Education,Teacher,Services,Near Home,Mother,15 to 30 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,No,Fair,Low,High,Very Low,High,Fair,6,11,12
Gabriel Pereira,Female,18,Urban,Above 3,Living Together,Higher Education,Higher Education,Health,Health,Reputation,Father,Up to 15 min,2 to 5h,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Poor,High,High,Very Low,Very Low,Good,2,14,12
Gabriel Pereira,Female,17,Urban,Above 3,Living Together,Lower Secondary School,Lower Secondary School,other,Services,Reputation,Father,30 min to 1h,5 to 10h,No,Yes,No,No,Yes,Yes,Yes,Yes,Good,Low,Moderate,Very Low,Very Low,Very Poor,8,13,15
Gabriel Pereira,Female,19,Rural,Above 3,Living Together,High School,Lower Secondary School,Services,Services,Reputation,Father,Up to 15 min,2 to 5h,Yes,Yes,No,No,Yes,No,Yes,No,Fair,Moderate,Moderate,High,Moderate,Fair,0,9,8
Gabriel Pereira,Male,18,Urban,Up to 3,Living Together,Higher Education,High School,Teacher,Services,Course Preference,Mother,15 to 30 min,Up to 2h,No,No,No,Yes,Yes,Yes,Yes,No,Good,Low,Moderate,Very Low,Low,Very Poor,0,10,10
